Concept1,Concept2,Concept1_URI_withoutiid,Concept2_URI_withoutiid,internal_ID_for_concept1,internal_ID_for_concept2,Code_Concept1,Code_Concept2,Definition_Concept1,Definition_Concept2,concept1_mandatory_or_not,concept2_mandatory_or_not,Relation_URI,Concept_1_URL,Concept_2_URL
Coronary heart disease,specify drug,Coronary_heart_disease,specify_drug,M_Meningioma_23,M_Meningioma_79,C26732,C459,Narrowing of the coronary arteries due to fatty deposits inside the arterial walls. The diagnostic criteria may include documented history of any of the following: documented coronary artery stenosis greater than or equal to 50% (by cardiac catheterization or other modality of direct imaging of the coronary arteries); previous coronary artery bypass surgery (CABG); previous percutaneous coronary intervention (PCI); previous myocardial infarction. (ACC),Name of medication being taken by patient.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C26732,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C459
Coronary heart disease,under medication,Coronary_heart_disease,under_medication,M_Meningioma_23,M_Meningioma_76,C26732,C459,Narrowing of the coronary arteries due to fatty deposits inside the arterial walls. The diagnostic criteria may include documented history of any of the following: documented coronary artery stenosis greater than or equal to 50% (by cardiac catheterization or other modality of direct imaging of the coronary arteries); previous coronary artery bypass surgery (CABG); previous percutaneous coronary intervention (PCI); previous myocardial infarction. (ACC),Name of medication being taken by patient.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C26732,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C459
Loss of consciousness,No,Loss_of_consciousness,No,M_Meningioma_24,M_Meningioma_72,C50635,C110959,A level of awareness that can be described as consistently not responsive to stimuli.,"Attribution
Indicates that no answer was give",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C50635,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C110959
Loss of consciousness,yes,Loss_of_consciousness,yes,M_Meningioma_24,M_Meningioma_73,C50635,C49488,A level of awareness that can be described as consistently not responsive to stimuli.,The affirmative response to a question,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C50635,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C49488
Loss of consciousness,Duration,Loss_of_consciousness,Duration,M_Meningioma_24,M_Meningioma_75,C50635,C25330,A level of awareness that can be described as consistently not responsive to stimuli.,"The
 length of time during which something continues.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C50635,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25330
Vertigo,No,Vertigo,No,M_Meningioma_25,M_Meningioma_72,C38057,C110959,A disorder characterized by a sensation as if the external world were revolving around the patient (objective vertigo) or as if he himself were revolving in space (subjective vertigo).,"Attribution
Indicates that no answer was give",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C38057,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C110959
Vertigo,yes,Vertigo,yes,M_Meningioma_25,M_Meningioma_73,C38057,C49488,A disorder characterized by a sensation as if the external world were revolving around the patient (objective vertigo) or as if he himself were revolving in space (subjective vertigo).,The affirmative response to a question,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C38057,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C49488
Vertigo,Duration,Vertigo,Duration,M_Meningioma_25,M_Meningioma_75,C38057,C25330,A disorder characterized by a sensation as if the external world were revolving around the patient (objective vertigo) or as if he himself were revolving in space (subjective vertigo).,"The
 length of time during which something continues.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C38057,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25330
carnial nerve deficits,No,carnial_nerve_deficits,No,M_Meningioma_26,M_Meningioma_72,C26733,C110959,A neoplastic or non-neoplastic disorder that affects one of the cranial nerves.,"Attribution
Indicates that no answer was give",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C26733,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C110959
carnial nerve deficits,yes,carnial_nerve_deficits,yes,M_Meningioma_26,M_Meningioma_73,C26733,C49488,A neoplastic or non-neoplastic disorder that affects one of the cranial nerves.,The affirmative response to a question,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C26733,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C49488
carnial nerve deficits,I,carnial_nerve_deficits,I,M_Meningioma_26,M_Meningioma_80,C26733,C27210,A neoplastic or non-neoplastic disorder that affects one of the cranial nerves.,A disorder characterized by involvement of the olfactory nerve (first cranial nerve).,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C26733,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C27210
carnial nerve deficits,IX,carnial_nerve_deficits,IX,M_Meningioma_26,M_Meningioma_81,C26733,C58441,A neoplastic or non-neoplastic disorder that affects one of the cranial nerves.,None,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C26733,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C58441
carnial nerve deficits,VII,carnial_nerve_deficits,VII,M_Meningioma_26,M_Meningioma_82,C26733,C55517,A neoplastic or non-neoplastic disorder that affects one of the cranial nerves.,Life-threatening; disabling,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C26733,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C55517
carnial nerve deficits,VIII,carnial_nerve_deficits,VIII,M_Meningioma_26,M_Meningioma_83,C26733,C55520,A neoplastic or non-neoplastic disorder that affects one of the cranial nerves.,"Asymptomatic, detected on exam/testing only",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C26733,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C55520
carnial nerve deficits,XII,carnial_nerve_deficits,XII,M_Meningioma_26,M_Meningioma_84,C26733,C55498,A neoplastic or non-neoplastic disorder that affects one of the cranial nerves.,"Attribution
Symptomatic, interfering with ADL",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C26733,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C55498
carnial nerve deficits,VI,carnial_nerve_deficits,VI,M_Meningioma_26,M_Meningioma_85,C26733,C58445,A neoplastic or non-neoplastic disorder that affects one of the cranial nerves.,None,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C26733,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C58445
carnial nerve deficits,X,carnial_nerve_deficits,X,M_Meningioma_26,M_Meningioma_86,C26733,C55525,A neoplastic or non-neoplastic disorder that affects one of the cranial nerves.,None,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C26733,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C55525
carnial nerve deficits,XI,carnial_nerve_deficits,XI,M_Meningioma_26,M_Meningioma_87,C26733,C58450,A neoplastic or non-neoplastic disorder that affects one of the cranial nerves.,None,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C26733,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C58450
carnial nerve deficits,IV,carnial_nerve_deficits,IV,M_Meningioma_26,M_Meningioma_88,C26733,C58439,A neoplastic or non-neoplastic disorder that affects one of the cranial nerves.,None,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C26733,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C58439
carnial nerve deficits,II,carnial_nerve_deficits,II,M_Meningioma_26,M_Meningioma_89,C26733,C55478,A neoplastic or non-neoplastic disorder that affects one of the cranial nerves.,Mild cognitive disability; not interfering with work/school/life performance; specialized educational services/devices not indicated,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C26733,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C55478
carnial nerve deficits,III,carnial_nerve_deficits,III,M_Meningioma_26,M_Meningioma_90,C26733,C55486,A neoplastic or non-neoplastic disorder that affects one of the cranial nerves.,Severe cognitive disability; significant impairment of work/school/life performance,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C26733,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C55486
carnial nerve deficits,V,carnial_nerve_deficits,V,M_Meningioma_26,M_Meningioma_91,C26733,C55501,A neoplastic or non-neoplastic disorder that affects one of the cranial nerves.,None,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C26733,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C55501
MRI machine,MRI machine type,MRI_machine,MRI_machine_type,M_Meningioma_27,M_Meningioma_92,C16809,C178920,"A procedure in which radio waves and a powerful magnet linked to a computer are used to create detailed pictures of areas inside the body. These pictures can show the difference between normal and diseased tissue. NMRI makes better images of organs and soft tissue than other scanning techniques, such as computed tomography (CT) or x-ray. NMRI is especially useful for imaging the brain, the spine, the soft tissue of joints, and the inside of bones.",The type of equipment used.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C16809,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C178920
post operative follow up,follow up mri,post_operative_follow_up,follow_up_mri,M_Meningioma_28,M_Meningioma_93,C16033,C53579,"Monitoring a person's health over time after treatment. This includes keeping track of the health of people who participate in a clinical study or clinical trial for a period of time, both during the study and after the study ends.",A report that comes some time after an initial study and report.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C16033,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C53579
post operative follow up,Re do surgery,post_operative_follow_up,Re_do_surgery,M_Meningioma_28,M_Meningioma_94,C16033,C50830,"Monitoring a person's health over time after treatment. This includes keeping track of the health of people who participate in a clinical study or clinical trial for a period of time, both during the study and after the study ends.",Repeat performance of a surgical procedure or intervention. (ACC),,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C16033,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C50830
post operative follow up,in this post op MRI Residual disease,post_operative_follow_up,in_this_post_op_MRI_Residual_disease,M_Meningioma_28,M_Meningioma_95,C16033,C4809,"Monitoring a person's health over time after treatment. This includes keeping track of the health of people who participate in a clinical study or clinical trial for a period of time, both during the study and after the study ends.","Cancer cells that remain after attempts to remove the cancer have been made. 
The persistence of tumor cells in the body following cancer treatment.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C16033,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C4809
post operative follow up,adjuvant RT,post_operative_follow_up,adjuvant_RT,M_Meningioma_28,M_Meningioma_96,C16033,C15675,"Monitoring a person's health over time after treatment. This includes keeping track of the health of people who participate in a clinical study or clinical trial for a period of time, both during the study and after the study ends.","Another treatment used together with the primary treatment. Its purpose is to assist the primary treatment. 
Any therapy that is administered to augment or stimulate other treatment modalities or to minimize or prevent disease recurrence subsequent to the main treatment plan",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C16033,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C15675
